XMax,XMin,YMax,YMin,SMA Intensity,MEK1/2 Intensity,MKI67 Intensity,CD14 Intensity,ERK1/2 Intensity,CD16 Intensity,CD31 Intensity,ICOS Intensity,CD29 Intensity,PDL1 Intensity,OX40 Intensity,CD45 Intensity,LAG3 Intensity,TIM3 Intensity,FOXP3 Intensity,CD4 Intensity,CCR7 Intensity,CD68 Intensity,VISTA Intensity,CD20 Intensity,CD8A Intensity,pMEK1/2 Intensity,SOX10 Intensity,CTNNB1 Intensity,CD45RA Intensity,IGLL5 Intensity,CD40 Intensity,COL1 Intensity,CD3 Intensity,pERK1/2 Intensity,CASP3 Intensity,CD45RO Intensity,HLA-DR Intensity,S100 Intensity,H3 Intensity,SMA Positive,MEK1/2 Positive,MKI67 Positive,CD14 Positive,ERK1/2 Positive,CD16 Positive,CD31 Positive,ICOS Positive,CD29 Positive,PDL1 Positive,OX40 Positive,CD45 Positive,LAG3 Positive,TIM3 Positive,FOXP3 Positive,CD4 Positive,CCR7 Positive,CD68 Positive,VISTA Positive,CD20 Positive,CD8A Positive,pMEK1/2 Positive,SOX10 Positive,CTNNB1 Positive,CD45RA Positive,IGLL5 Positive,CD40 Positive,COL1 Positive,CD3 Positive,pERK1/2 Positive,CASP3 Positive,CD45RO Positive,HLA-DR Positive,S100 Positive,H3 Positive
402.8390804597701,402.8390804597701,4.758620689655173,4.758620689655173,1.4736842105263157,2.707692307692308,1.1428571428571428,1.9482758620689655,4.804878048780488,2.0,1.125,1.0,2.8840579710144927,1.7647058823529411,1.0,1.8,1.4,2.2295081967213113,1.4,1.6428571428571428,19.82758620689655,4.538461538461538,1.5925925925925926,1.0,1.368421052631579,1.28,2.55,1.5121951219512195,1.9736842105263157,1.4444444444444444,1.25,3.388059701492537,1.5,1.625,1.7837837837837838,1.4444444444444444,1.1428571428571428,15.376470588235295,34.46835443037975,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0
697.0618556701031,697.0618556701031,4.422680412371134,4.422680412371134,5.898550724637682,4.290697674418604,1.3636363636363635,2.123076923076923,12.185567010309278,1.3823529411764706,1.4736842105263157,1.3333333333333333,2.1323529411764706,1.375,1.125,1.0,1.8333333333333333,2.4444444444444446,1.25,1.2857142857142858,27.567010309278352,1.8888888888888888,1.2727272727272727,1.4166666666666667,1.3157894736842106,1.55,1.6041666666666667,1.7954545454545454,2.0833333333333335,1.0833333333333333,1.65,7.797872340425532,1.1764705882352942,1.4761904761904763,1.2857142857142858,1.53125,1.7142857142857142,8.284210526315789,143.72916666666666,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,1
928.0666666666667,928.0666666666667,4.68,4.68,2.269230769230769,3.712121212121212,1.0,2.1136363636363638,12.287671232876713,1.8181818181818181,1.0714285714285714,1.0,2.2127659574468086,1.3181818181818181,1.2,1.25,1.0,2.1724137931034484,1.0,1.1111111111111112,24.293333333333333,2.673076923076923,1.7619047619047619,1.25,1.125,1.8837209302325582,3.215686274509804,1.872340425531915,1.6153846153846154,1.3333333333333333,1.4285714285714286,1.903225806451613,1.25,1.2,1.5294117647058822,1.8,1.3793103448275863,11.826666666666666,140.57333333333332,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1
39.25806451612903,39.25806451612903,5.129032258064516,5.129032258064516,10.903225806451612,4.790322580645161,1.1,2.5384615384615383,16.338709677419356,1.5769230769230769,1.4,1.5,1.8285714285714285,1.2857142857142858,1.3333333333333333,1.0,1.2,2.642857142857143,1.5,1.2222222222222223,36.82258064516129,2.3541666666666665,1.55,1.0,1.2,2.142857142857143,3.1956521739130435,1.6875,1.4285714285714286,1.5,1.8,1.6363636363636365,1.0,1.4166666666666667,1.3571428571428572,2.0869565217391304,2.0,27.516129032258064,186.3709677419355,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,1
280.70526315789476,280.70526315789476,5.526315789473684,5.526315789473684,10.270833333333334,3.9871794871794872,1.0,4.23943661971831,11.152173913043478,4.1866666666666665,1.5238095238095237,1.0,1.85,1.3333333333333333,1.0,1.1818181818181819,1.0,3.3620689655172415,1.25,1.7272727272727273,16.217391304347824,7.670886075949367,1.8235294117647058,1.4,1.4090909090909092,1.5925925925925926,2.2962962962962963,1.4390243902439024,1.7428571428571429,1.3333333333333333,1.8717948717948718,4.744186046511628,1.1,1.0,5.901960784313726,1.6341463414634145,1.794871794871795,11.436781609195402,109.13829787234043,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,1,1
440.9,440.9,4.8875,4.8875,16.23076923076923,2.3518518518518516,1.0,1.725,4.824324324324325,1.3333333333333333,1.1818181818181819,1.3333333333333333,1.6875,2.0555555555555554,1.0,1.4444444444444444,1.5,2.234042553191489,1.0,1.52,25.6875,29.614285714285714,1.8333333333333333,1.2,1.5384615384615385,1.4090909090909092,1.4615384615384615,1.4444444444444444,1.5862068965517242,1.6666666666666667,1.4375,15.5875,1.4285714285714286,1.25,1.1111111111111112,1.5714285714285714,1.25,4.864864864864865,29.911392405063292,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
26.848837209302324,26.848837209302324,6.098837209302325,6.098837209302325,11.008333333333333,3.856164383561644,1.2083333333333333,2.087912087912088,12.267441860465116,1.3924050632911393,1.3571428571428572,22.192307692307693,2.4835164835164836,1.85,1.4,1.15,1.1428571428571428,2.6470588235294117,1.1363636363636365,1.1363636363636365,15.538922155688622,2.4842105263157896,1.4,1.5454545454545454,1.4761904761904763,1.7619047619047619,5.32051282051282,1.627906976744186,1.6111111111111112,1.2,1.4186046511627908,1.5432098765432098,1.3846153846153846,1.4193548387096775,1.5217391304347827,1.9294117647058824,2.3823529411764706,35.56976744186046,375.3157894736842,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,1,1,1
198.62135922330097,198.62135922330097,6.378640776699029,6.378640776699029,12.823529411764707,4.68,1.1818181818181819,2.4285714285714284,18.54368932038835,1.7457627118644068,1.3125,1.0,1.4054054054054055,1.4871794871794872,1.3333333333333333,1.0,1.5,2.287878787878788,1.3571428571428572,1.375,27.019417475728154,2.8,1.5454545454545454,1.1176470588235294,1.5416666666666667,1.71875,6.212765957446808,1.9666666666666666,1.7837837837837838,1.1875,1.3125,1.6097560975609757,1.0,1.2,1.2666666666666666,2.1818181818181817,2.163265306122449,26.66990291262136,317.7378640776699,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
619.0752688172043,619.0752688172043,6.559139784946237,6.559139784946237,3.488888888888889,3.950617283950617,1.0714285714285714,2.8840579710144927,13.48913043478261,2.6037735849056602,1.2307692307692308,1.4545454545454546,2.0689655172413794,1.5,1.1,1.6,1.0,2.3620689655172415,1.2307692307692308,1.375,24.50537634408602,1.9836065573770492,1.75,1.125,1.4285714285714286,1.5609756097560976,2.019607843137255,1.6875,1.5862068965517242,1.2222222222222223,1.1111111111111112,2.8923076923076922,1.2,1.4642857142857142,1.5357142857142858,1.8837209302325582,1.9393939393939394,13.56989247311828,224.74193548387098,0,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1
710.1694915254237,710.1694915254237,7.220338983050848,7.220338983050848,3.2,3.6538461538461537,1.4,1.7222222222222223,8.017241379310345,1.76,1.0,1.0,1.5263157894736843,1.1428571428571428,0.0,1.2,1.0,2.369565217391304,1.3333333333333333,1.4285714285714286,28.728813559322035,2.111111111111111,1.4736842105263157,1.4,1.3846153846153846,1.5263157894736843,1.7916666666666667,1.7058823529411764,1.7272727272727273,0.0,1.5,8.94915254237288,1.75,1.5789473684210527,1.25,1.125,1.5555555555555556,11.474576271186441,30.89830508474576,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
