XMax,XMin,YMax,YMin,SMA Intensity,MEK1/2 Intensity,MKI67 Intensity,CD14 Intensity,ERK1/2 Intensity,CD16 Intensity,CD31 Intensity,ICOS Intensity,CD29 Intensity,PDL1 Intensity,OX40 Intensity,CD45 Intensity,LAG3 Intensity,TIM3 Intensity,FOXP3 Intensity,CD4 Intensity,CCR7 Intensity,CD68 Intensity,VISTA Intensity,CD20 Intensity,CD8A Intensity,pMEK1/2 Intensity,SOX10 Intensity,CTNNB1 Intensity,CD45RA Intensity,IGLL5 Intensity,CD40 Intensity,COL1 Intensity,CD3 Intensity,pERK1/2 Intensity,CASP3 Intensity,CD45RO Intensity,HLA-DR Intensity,S100 Intensity,H3 Intensity,SMA Positive,MEK1/2 Positive,MKI67 Positive,CD14 Positive,ERK1/2 Positive,CD16 Positive,CD31 Positive,ICOS Positive,CD29 Positive,PDL1 Positive,OX40 Positive,CD45 Positive,LAG3 Positive,TIM3 Positive,FOXP3 Positive,CD4 Positive,CCR7 Positive,CD68 Positive,VISTA Positive,CD20 Positive,CD8A Positive,pMEK1/2 Positive,SOX10 Positive,CTNNB1 Positive,CD45RA Positive,IGLL5 Positive,CD40 Positive,COL1 Positive,CD3 Positive,pERK1/2 Positive,CASP3 Positive,CD45RO Positive,HLA-DR Positive,S100 Positive,H3 Positive
443.0,443.0,4.220588235294118,4.220588235294118,11.605263157894736,5.123076923076923,1.2222222222222223,2.2,14.176470588235293,1.588235294117647,1.2222222222222223,1.3333333333333333,1.6176470588235294,1.25,2.0,1.5,1.0,3.7704918032786887,1.4285714285714286,1.0909090909090908,36.779411764705884,2.0833333333333335,1.5416666666666667,1.2,1.5384615384615385,2.138888888888889,2.6470588235294117,2.073170731707317,1.8157894736842106,1.4615384615384615,1.1538461538461537,2.55,1.375,1.8,1.368421052631579,1.5,2.075,1.0666666666666667,329.1029411764706,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1
719.6779661016949,719.6779661016949,4.788135593220339,4.788135593220339,5.533333333333333,4.508928571428571,1.2727272727272727,2.0,12.898305084745763,1.6304347826086956,1.3043478260869565,1.6666666666666667,1.511111111111111,1.3725490196078431,1.1428571428571428,1.0,1.1111111111111112,4.826530612244898,1.4444444444444444,1.2352941176470589,48.67796610169491,1.7708333333333333,1.3636363636363635,1.4736842105263157,1.425,2.1311475409836067,3.759259259259259,2.1076923076923078,2.0757575757575757,1.263157894736842,1.5357142857142858,6.364583333333333,1.25,1.1666666666666667,1.6285714285714286,1.5818181818181818,2.1323529411764706,1.2916666666666667,347.6779661016949,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
238.72368421052633,238.72368421052633,4.5394736842105265,4.5394736842105265,12.042553191489361,4.4393939393939394,1.0,2.3191489361702127,12.013157894736842,1.28125,1.3333333333333333,1.1428571428571428,1.7586206896551724,1.5555555555555556,1.5,1.25,1.25,3.2711864406779663,1.2666666666666666,1.3333333333333333,49.63157894736842,1.71875,1.8333333333333333,1.1428571428571428,1.4230769230769231,1.813953488372093,4.1,2.1346153846153846,1.7209302325581395,1.2,1.3125,2.282608695652174,1.2,1.2857142857142858,1.3461538461538463,1.7352941176470589,2.087719298245614,1.3888888888888888,465.80263157894734,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
290.14285714285717,290.14285714285717,4.654761904761905,4.654761904761905,5.317073170731708,4.52,1.4444444444444444,2.3333333333333335,13.619047619047619,1.4857142857142858,1.2777777777777777,1.25,1.6285714285714286,1.6428571428571428,1.4545454545454546,1.0,1.3333333333333333,4.945205479452055,1.1,1.75,63.0,1.9761904761904763,1.75,1.1666666666666667,1.4333333333333333,1.94,3.4,2.176470588235294,1.9333333333333333,1.4444444444444444,1.4736842105263157,2.0,1.1666666666666667,1.4444444444444444,1.55,1.8,2.2291666666666665,1.0,339.3809523809524,0,1,1,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1
140.16923076923078,140.16923076923078,5.046153846153846,5.046153846153846,5.357142857142857,3.7049180327868854,5.865384615384615,1.872340425531915,11.107692307692307,1.5483870967741935,1.1538461538461537,16.22222222222222,1.9230769230769231,1.75,1.0,1.0,1.2,3.207547169811321,1.0,1.2142857142857142,34.353846153846156,2.0294117647058822,1.173913043478261,1.1538461538461537,1.44,1.9142857142857144,3.5925925925925926,1.6486486486486487,1.9428571428571428,1.25,1.6666666666666667,2.525,1.25,1.7058823529411764,1.5714285714285714,1.606060606060606,2.489795918367347,1.125,553.8923076923077,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1
898.695652173913,898.695652173913,7.6521739130434785,7.6521739130434785,7.095238095238095,4.09433962264151,4.928571428571429,2.357142857142857,12.078260869565218,1.6956521739130435,1.2727272727272727,1.4,1.6382978723404256,1.5813953488372092,1.1428571428571428,1.25,1.0,4.972727272727273,1.1428571428571428,1.2727272727272727,47.869565217391305,1.8688524590163935,1.4722222222222223,1.0,1.5161290322580645,2.016949152542373,3.33,2.0,2.0357142857142856,1.3333333333333333,1.4137931034482758,2.318840579710145,1.0833333333333333,1.8235294117647058,1.4705882352941178,1.6857142857142857,1.8955223880597014,1.24,346.8608695652174,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1
147.3781512605042,147.3781512605042,6.61344537815126,6.61344537815126,5.121212121212121,4.359223300970874,5.597560975609756,2.32183908045977,11.747899159663865,1.7833333333333334,1.2413793103448276,1.5454545454545454,1.7826086956521738,1.6666666666666667,1.15,1.2727272727272727,1.2,3.520408163265306,1.173913043478261,1.3478260869565217,41.56521739130435,2.0727272727272728,1.763157894736842,1.2380952380952381,1.553191489361702,1.84,3.295918367346939,1.9506172839506173,2.064516129032258,1.3571428571428572,1.2173913043478262,2.5454545454545454,1.1111111111111112,1.36,1.411764705882353,1.7391304347826086,2.8241758241758244,1.3783783783783783,520.7142857142857,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1
514.4705882352941,514.4705882352941,6.264705882352941,6.264705882352941,11.869565217391305,3.78125,1.25,1.8958333333333333,11.279411764705882,1.6451612903225807,1.4444444444444444,1.5,1.7894736842105263,1.375,1.3333333333333333,1.2222222222222223,1.0,4.516129032258065,1.2,1.25,52.838235294117645,1.6451612903225807,1.7777777777777777,1.125,1.6785714285714286,1.5714285714285714,2.2653061224489797,2.128205128205128,1.7241379310344827,1.1666666666666667,1.2,2.5384615384615383,1.4545454545454546,1.8,1.2307692307692308,1.4736842105263157,1.903225806451613,1.1666666666666667,188.41176470588235,1,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0
190.91044776119404,190.91044776119404,6.223880597014926,6.223880597014926,9.432432432432432,4.524590163934426,1.0,5.290909090909091,12.134328358208956,2.1176470588235294,1.0666666666666667,1.3,1.6,1.6551724137931034,1.0833333333333333,1.25,1.0,4.190476190476191,1.0,2.7058823529411766,31.940298507462686,12.968253968253968,2.3055555555555554,1.3333333333333333,1.2916666666666667,2.0285714285714285,2.0434782608695654,2.138888888888889,2.073170731707317,1.2222222222222223,1.7142857142857142,5.4576271186440675,1.125,1.1666666666666667,1.9259259259259258,2.263157894736842,2.3541666666666665,1.4,467.4179104477612,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,1,1
46.48412698412698,46.48412698412698,7.857142857142857,7.857142857142857,7.581081081081081,4.4298245614035086,1.1333333333333333,1.964705882352941,10.682539682539682,1.4166666666666667,1.5,4.9375,1.9152542372881356,1.690909090909091,1.1428571428571428,1.0,1.625,3.75,1.3333333333333333,1.2105263157894737,39.30952380952381,1.7538461538461538,1.3636363636363635,1.411764705882353,1.5128205128205128,2.15,3.389473684210526,1.8271604938271604,1.84375,1.2666666666666666,1.625,1.9864864864864864,1.0833333333333333,1.3928571428571428,1.6486486486486487,1.5918367346938775,2.3,1.1538461538461537,354.63492063492066,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,1
